Site,season,Species,value,City,Long,Lat
P-MKP3,AP21,Elk,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,AP21,Fox squirrel,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,AP21,Gray fox,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,AP21,Mountain lion,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,AP21,Rabbit,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,AP21,Raccoon,2,tawa,-122.4237000776792,47.2352303289375
P-MKP3,AP21,Red fox,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,AP21,Stoat,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,AP21,Striped Skunk,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,AP21,Virginia opossum,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,AP21,Weasel (cannot ID),0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,AP21,Western Chipmunks,0,tawa,-122.4237000776792,47.2352303289375
P-MKP3,AP21,Western gray squirrel,0,tawa,-122.4237000776792,47.2352303289375
P-OB,JA21,Black bear,0,tawa,-122.5304601657384,47.31318888282613
P-OB,JA21,Bobcat,0,tawa,-122.5304601657384,47.31318888282613
P-OB,JA21,Brush Rabbit,0,tawa,-122.5304601657384,47.31318888282613
P-OB,JA21,California Ground Squirrel,0,tawa,-122.5304601657384,47.31318888282613
P-OB,JA21,Coyote,0,tawa,-122.5304601657384,47.31318888282613
P-OB,JA21,Deer,55,tawa,-122.5304601657384,47.31318888282613
P-OB,JA21,Domestic cat,0,tawa,-122.5304601657384,47.31318888282613
P-OB,JA21,Domestic dog,20,tawa,-122.5304601657384,47.31318888282613
P-OB,JA21,Douglas squirrel,0,tawa,-122.5304601657384,47.31318888282613
P-OB,JA21,Eastern gray squirrel,0,tawa,-122.5304601657384,47.31318888282613
P-OB,JA21,Elk,0,tawa,-122.5304601657384,47.31318888282613
P-OB,JA21,Fox squirrel,0,tawa,-122.5304601657384,47.31318888282613
P-OB,JA21,Gray fox,0,tawa,-122.5304601657384,47.31318888282613
P-OB,JA21,Mountain lion,0,tawa,-122.5304601657384,47.31318888282613
P-OB,JA21,Rabbit,0,tawa,-122.5304601657384,47.31318888282613
P-OB,JA21,Raccoon,4,tawa,-122.5304601657384,47.31318888282613
P-OB,JA21,Red fox,0,tawa,-122.5304601657384,47.31318888282613
P-OB,JA21,Stoat,0,tawa,-122.5304601657384,47.31318888282613
P-OB,JA21,Striped Skunk,0,tawa,-122.5304601657384,47.31318888282613
P-OB,JA21,Virginia opossum,0,tawa,-122.5304601657384,47.31318888282613
P-OB,JA21,Weasel (cannot ID),0,tawa,-122.5304601657384,47.31318888282613
P-OB,JA21,Western Chipmunks,0,tawa,-122.5304601657384,47.31318888282613
P-OB,JA21,Western gray squirrel,0,tawa,-122.5304601657384,47.31318888282613
P-PCNA2,OC20,Black bear,0,tawa,-122.48432986987385,47.27683082960451
P-PCNA2,OC20,Bobcat,0,tawa,-122.48432986987385,47.27683082960451
P-PCNA2,OC20,Brush Rabbit,0,tawa,-122.48432986987385,47.27683082960451
P-PCNA2,OC20,California Ground Squirrel,0,tawa,-122.48432986987385,47.27683082960451
P-PCNA2,OC20,Coyote,0,tawa,-122.48432986987385,47.27683082960451
P-PCNA2,OC20,Deer,7,tawa,-122.48432986987385,47.27683082960451
P-PCNA2,OC20,Domestic cat,1,tawa,-122.48432986987385,47.27683082960451
P-PCNA2,OC20,Domestic dog,7,tawa,-122.48432986987385,47.27683082960451
P-PCNA2,OC20,Douglas squirrel,0,tawa,-122.48432986987385,47.27683082960451
P-PCNA2,OC20,Eastern gray squirrel,1,tawa,-122.48432986987385,47.27683082960451
P-PCNA2,OC20,Elk,0,tawa,-122.48432986987385,47.27683082960451
P-PCNA2,OC20,Fox squirrel,0,tawa,-122.48432986987385,47.27683082960451
P-PCNA2,OC20,Gray fox,0,tawa,-122.48432986987385,47.27683082960451
P-PCNA2,OC20,Mountain lion,0,tawa,-122.48432986987385,47.27683082960451
P-PCNA2,OC20,Rabbit,0,tawa,-122.48432986987385,47.27683082960451
P-PCNA2,OC20,Raccoon,21,tawa,-122.48432986987385,47.27683082960451
P-PCNA2,OC20,Red fox,0,tawa,-122.48432986987385,47.27683082960451
P-PCNA2,OC20,Stoat,0,tawa,-122.48432986987385,47.27683082960451
P-PCNA2,OC20,Striped Skunk,0,tawa,-122.48432986987385,47.27683082960451
P-PCNA2,OC20,Virginia opossum,0,tawa,-122.48432986987385,47.27683082960451
P-PCNA2,OC20,Weasel (cannot ID),0,tawa,-122.48432986987385,47.27683082960451
P-PCNA2,OC20,Western Chipmunks,0,tawa,-122.48432986987385,47.27683082960451
P-PCNA2,OC20,Western gray squirrel,0,tawa,-122.48432986987385,47.27683082960451
P-RP,JU21,Black bear,0,tawa,-122.51225005999778,47.29719932320845
P-RP,JU21,Bobcat,0,tawa,-122.51225005999778,47.29719932320845
P-RP,JU21,Brush Rabbit,0,tawa,-122.51225005999778,47.29719932320845
P-RP,JU21,California Ground Squirrel,0,tawa,-122.51225005999778,47.29719932320845
P-RP,JU21,Coyote,0,tawa,-122.51225005999778,47.29719932320845
P-RP,JU21,Deer,15,tawa,-122.51225005999778,47.29719932320845
P-RP,JU21,Domestic cat,4,tawa,-122.51225005999778,47.29719932320845
P-RP,JU21,Domestic dog,5,tawa,-122.51225005999778,47.29719932320845
P-RP,JU21,Douglas squirrel,0,tawa,-122.51225005999778,47.29719932320845
P-RP,JU21,Eastern gray squirrel,1,tawa,-122.51225005999778,47.29719932320845
P-RP,JU21,Elk,0,tawa,-122.51225005999778,47.29719932320845
P-RP,JU21,Fox squirrel,0,tawa,-122.51225005999778,47.29719932320845
P-RP,JU21,Gray fox,0,tawa,-122.51225005999778,47.29719932320845
P-RP,JU21,Mountain lion,0,tawa,-122.51225005999778,47.29719932320845
P-RP,JU21,Rabbit,14,tawa,-122.51225005999778,47.29719932320845
P-RP,JU21,Raccoon,38,tawa,-122.51225005999778,47.29719932320845
P-RP,JU21,Red fox,0,tawa,-122.51225005999778,47.29719932320845
P-RP,JU21,Stoat,0,tawa,-122.51225005999778,47.29719932320845
P-RP,JU21,Striped Skunk,0,tawa,-122.51225005999778,47.29719932320845
P-RP,JU21,Virginia opossum,6,tawa,-122.51225005999778,47.29719932320845
P-RP,JU21,Weasel (cannot ID),0,tawa,-122.51225005999778,47.29719932320845
P-RP,JU21,Western Chipmunks,0,tawa,-122.51225005999778,47.29719932320845
P-RP,JU21,Western gray squirrel,0,tawa,-122.51225005999778,47.29719932320845
P-SCP2,OC20,Black bear,0,tawa,-122.3973902834904,47.22107090831066
P-SCP2,OC20,Bobcat,0,tawa,-122.3973902834904,47.22107090831066
P-SCP2,OC20,Brush Rabbit,0,tawa,-122.3973902834904,47.22107090831066
P-SCP2,OC20,California Ground Squirrel,0,tawa,-122.3973902834904,47.22107090831066
P-SCP2,OC20,Coyote,0,tawa,-122.3973902834904,47.22107090831066
P-SCP2,OC20,Deer,12,tawa,-122.3973902834904,47.22107090831066
P-SCP2,OC20,Domestic cat,0,tawa,-122.3973902834904,47.22107090831066
P-SCP2,OC20,Domestic dog,1,tawa,-122.3973902834904,47.22107090831066
P-SCP2,OC20,Douglas squirrel,0,tawa,-122.3973902834904,47.22107090831066
P-SCP2,OC20,Eastern gray squirrel,0,tawa,-122.3973902834904,47.22107090831066
P-SCP2,OC20,Elk,0,tawa,-122.3973902834904,47.22107090831066
P-SCP2,OC20,Fox squirrel,0,tawa,-122.3973902834904,47.22107090831066
P-SCP2,OC20,Gray fox,0,tawa,-122.3973902834904,47.22107090831066
P-SCP2,OC20,Mountain lion,0,tawa,-122.3973902834904,47.22107090831066
P-SCP2,OC20,Rabbit,9,tawa,-122.3973902834904,47.22107090831066
P-SCP2,OC20,Raccoon,1,tawa,-122.3973902834904,47.22107090831066
P-SCP2,OC20,Red fox,0,tawa,-122.3973902834904,47.22107090831066
P-SCP2,OC20,Stoat,0,tawa,-122.3973902834904,47.22107090831066
P-SCP2,OC20,Striped Skunk,0,tawa,-122.3973902834904,47.22107090831066
P-SCP2,OC20,Virginia opossum,0,tawa,-122.3973902834904,47.22107090831066
P-SCP2,OC20,Weasel (cannot ID),0,tawa,-122.3973902834904,47.22107090831066
P-SCP2,OC20,Western Chipmunks,0,tawa,-122.3973902834904,47.22107090831066
P-SCP2,OC20,Western gray squirrel,0,tawa,-122.3973902834904,47.22107090831066
P-STP,OC20,Black bear,0,tawa,-122.49173974370127,47.28530888330367
P-STP,OC20,Bobcat,0,tawa,-122.49173974370127,47.28530888330367
P-STP,OC20,Brush Rabbit,0,tawa,-122.49173974370127,47.28530888330367
P-STP,OC20,California Ground Squirrel,0,tawa,-122.49173974370127,47.28530888330367
P-STP,OC20,Coyote,0,tawa,-122.49173974370127,47.28530888330367
P-STP,OC20,Deer,5,tawa,-122.49173974370127,47.28530888330367
P-STP,OC20,Domestic cat,0,tawa,-122.49173974370127,47.28530888330367
P-STP,OC20,Domestic dog,0,tawa,-122.49173974370127,47.28530888330367
P-STP,OC20,Douglas squirrel,0,tawa,-122.49173974370127,47.28530888330367
P-STP,OC20,Eastern gray squirrel,1,tawa,-122.49173974370127,47.28530888330367
P-STP,OC20,Elk,0,tawa,-122.49173974370127,47.28530888330367
P-STP,OC20,Fox squirrel,0,tawa,-122.49173974370127,47.28530888330367
P-STP,OC20,Gray fox,0,tawa,-122.49173974370127,47.28530888330367
P-STP,OC20,Mountain lion,0,tawa,-122.49173974370127,47.28530888330367
P-STP,OC20,Rabbit,0,tawa,-122.49173974370127,47.28530888330367
P-STP,OC20,Raccoon,6,tawa,-122.49173974370127,47.28530888330367
P-STP,OC20,Red fox,0,tawa,-122.49173974370127,47.28530888330367
P-STP,OC20,Stoat,0,tawa,-122.49173974370127,47.28530888330367
P-STP,OC20,Striped Skunk,0,tawa,-122.49173974370127,47.28530888330367
P-STP,OC20,Virginia opossum,12,tawa,-122.49173974370127,47.28530888330367
P-STP,OC20,Weasel (cannot ID),0,tawa,-122.49173974370127,47.28530888330367
P-STP,OC20,Western Chipmunks,0,tawa,-122.49173974370127,47.28530888330367
P-STP,OC20,Western gray squirrel,0,tawa,-122.49173974370127,47.28530888330367
P-TE2,JA21,Black bear,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,JA21,Bobcat,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,JA21,Brush Rabbit,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,JA21,California Ground Squirrel,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,JA21,Coyote,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,JA21,Deer,6,tawa,-122.27951048782658,46.92219579840345
P-TE2,JA21,Domestic cat,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,JA21,Domestic dog,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,JA21,Douglas squirrel,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,JA21,Eastern gray squirrel,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,JA21,Elk,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,JA21,Fox squirrel,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,JA21,Gray fox,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,JA21,Mountain lion,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,JA21,Rabbit,3,tawa,-122.27951048782658,46.92219579840345
P-TE2,JA21,Raccoon,1,tawa,-122.27951048782658,46.92219579840345
P-TE2,JA21,Red fox,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,JA21,Stoat,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,JA21,Striped Skunk,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,JA21,Virginia opossum,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,JA21,Weasel (cannot ID),0,tawa,-122.27951048782658,46.92219579840345
P-TE2,JA21,Western Chipmunks,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,JA21,Western gray squirrel,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,JU21,Black bear,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,JU21,Bobcat,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,JU21,Brush Rabbit,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,JU21,California Ground Squirrel,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,JU21,Coyote,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,JU21,Deer,8,tawa,-122.27951048782658,46.92219579840345
P-TE2,JU21,Domestic cat,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,JU21,Domestic dog,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,JU21,Douglas squirrel,5,tawa,-122.27951048782658,46.92219579840345
P-TE2,JU21,Eastern gray squirrel,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,JU21,Elk,3,tawa,-122.27951048782658,46.92219579840345
P-TE2,JU21,Fox squirrel,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,JU21,Gray fox,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,JU21,Mountain lion,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,JU21,Rabbit,6,tawa,-122.27951048782658,46.92219579840345
P-TE2,JU21,Raccoon,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,JU21,Red fox,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,JU21,Stoat,1,tawa,-122.27951048782658,46.92219579840345
P-TE2,JU21,Striped Skunk,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,JU21,Virginia opossum,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,JU21,Weasel (cannot ID),0,tawa,-122.27951048782658,46.92219579840345
P-TE2,JU21,Western Chipmunks,15,tawa,-122.27951048782658,46.92219579840345
P-TE2,JU21,Western gray squirrel,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,OC20,Black bear,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,OC20,Bobcat,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,OC20,Brush Rabbit,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,OC20,California Ground Squirrel,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,OC20,Coyote,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,OC20,Deer,143,tawa,-122.27951048782658,46.92219579840345
P-TE2,OC20,Domestic cat,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,OC20,Domestic dog,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,OC20,Douglas squirrel,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,OC20,Eastern gray squirrel,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,OC20,Elk,1,tawa,-122.27951048782658,46.92219579840345
P-TE2,OC20,Fox squirrel,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,OC20,Gray fox,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,OC20,Mountain lion,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,OC20,Rabbit,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,OC20,Raccoon,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,OC20,Red fox,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,OC20,Stoat,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,OC20,Striped Skunk,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,OC20,Virginia opossum,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,OC20,Weasel (cannot ID),0,tawa,-122.27951048782658,46.92219579840345
P-TE2,OC20,Western Chipmunks,0,tawa,-122.27951048782658,46.92219579840345
P-TE2,OC20,Western gray squirrel,0,tawa,-122.27951048782658,46.92219579840345
AB,AP21,Black bear,0,oaca,-122.23759206133576,37.79586579832616
AB,AP21,Bobcat,0,oaca,-122.23759206133576,37.79586579832616
AB,AP21,Brush Rabbit,0,oaca,-122.23759206133576,37.79586579832616
AB,AP21,California Ground Squirrel,0,oaca,-122.23759206133576,37.79586579832616
AB,AP21,Coyote,0,oaca,-122.23759206133576,37.79586579832616
AB,AP21,Deer,0,oaca,-122.23759206133576,37.79586579832616
AB,AP21,Domestic cat,180,oaca,-122.23759206133576,37.79586579832616
AB,AP21,Domestic dog,0,oaca,-122.23759206133576,37.79586579832616
AB,AP21,Douglas squirrel,0,oaca,-122.23759206133576,37.79586579832616
AB,AP21,Eastern gray squirrel,0,oaca,-122.23759206133576,37.79586579832616
AB,AP21,Elk,0,oaca,-122.23759206133576,37.79586579832616
AB,AP21,Fox squirrel,15,oaca,-122.23759206133576,37.79586579832616
AB,AP21,Gray fox,0,oaca,-122.23759206133576,37.79586579832616
AB,AP21,Mountain lion,0,oaca,-122.23759206133576,37.79586579832616
AB,AP21,Rabbit,0,oaca,-122.23759206133576,37.79586579832616
AB,AP21,Raccoon,12,oaca,-122.23759206133576,37.79586579832616
AB,AP21,Red fox,0,oaca,-122.23759206133576,37.79586579832616
AB,AP21,Stoat,0,oaca,-122.23759206133576,37.79586579832616
AB,AP21,Striped Skunk,0,oaca,-122.23759206133576,37.79586579832616
AB,AP21,Virginia opossum,1,oaca,-122.23759206133576,37.79586579832616
AB,AP21,Weasel (cannot ID),0,oaca,-122.23759206133576,37.79586579832616
AB,AP21,Western Chipmunks,0,oaca,-122.23759206133576,37.79586579832616
AB,AP21,Western gray squirrel,0,oaca,-122.23759206133576,37.79586579832616
AB,JA21,Black bear,0,oaca,-122.23759206133576,37.79586579832616
AB,JA21,Bobcat,0,oaca,-122.23759206133576,37.79586579832616
AB,JA21,Brush Rabbit,0,oaca,-122.23759206133576,37.79586579832616
AB,JA21,California Ground Squirrel,0,oaca,-122.23759206133576,37.79586579832616
AB,JA21,Coyote,0,oaca,-122.23759206133576,37.79586579832616
AB,JA21,Deer,0,oaca,-122.23759206133576,37.79586579832616
AB,JA21,Domestic cat,200,oaca,-122.23759206133576,37.79586579832616
AB,JA21,Domestic dog,1,oaca,-122.23759206133576,37.79586579832616
AB,JA21,Douglas squirrel,0,oaca,-122.23759206133576,37.79586579832616
AB,JA21,Eastern gray squirrel,0,oaca,-122.23759206133576,37.79586579832616
AB,JA21,Elk,0,oaca,-122.23759206133576,37.79586579832616
AB,JA21,Fox squirrel,70,oaca,-122.23759206133576,37.79586579832616
AB,JA21,Gray fox,0,oaca,-122.23759206133576,37.79586579832616
AB,JA21,Mountain lion,0,oaca,-122.23759206133576,37.79586579832616
AB,JA21,Rabbit,0,oaca,-122.23759206133576,37.79586579832616
AB,JA21,Raccoon,187,oaca,-122.23759206133576,37.79586579832616
AB,JA21,Red fox,0,oaca,-122.23759206133576,37.79586579832616
AB,JA21,Stoat,0,oaca,-122.23759206133576,37.79586579832616
AB,JA21,Striped Skunk,0,oaca,-122.23759206133576,37.79586579832616
AB,JA21,Virginia opossum,2,oaca,-122.23759206133576,37.79586579832616
AB,JA21,Weasel (cannot ID),0,oaca,-122.23759206133576,37.79586579832616
AB,JA21,Western Chipmunks,0,oaca,-122.23759206133576,37.79586579832616
AB,JA21,Western gray squirrel,0,oaca,-122.23759206133576,37.79586579832616
AB,JU21,Black bear,0,oaca,-122.23759206133576,37.79586579832616
AB,JU21,Bobcat,0,oaca,-122.23759206133576,37.79586579832616
AB,JU21,Brush Rabbit,0,oaca,-122.23759206133576,37.79586579832616
AB,JU21,California Ground Squirrel,0,oaca,-122.23759206133576,37.79586579832616
AB,JU21,Coyote,0,oaca,-122.23759206133576,37.79586579832616
AB,JU21,Deer,0,oaca,-122.23759206133576,37.79586579832616
AB,JU21,Domestic cat,19,oaca,-122.23759206133576,37.79586579832616
AB,JU21,Domestic dog,0,oaca,-122.23759206133576,37.79586579832616
AB,JU21,Douglas squirrel,0,oaca,-122.23759206133576,37.79586579832616
AB,JU21,Eastern gray squirrel,0,oaca,-122.23759206133576,37.79586579832616
AB,JU21,Elk,0,oaca,-122.23759206133576,37.79586579832616
AB,JU21,Fox squirrel,10,oaca,-122.23759206133576,37.79586579832616
AB,JU21,Gray fox,0,oaca,-122.23759206133576,37.79586579832616
AB,JU21,Mountain lion,0,oaca,-122.23759206133576,37.79586579832616
AB,JU21,Rabbit,0,oaca,-122.23759206133576,37.79586579832616
AB,JU21,Raccoon,31,oaca,-122.23759206133576,37.79586579832616
AB,JU21,Red fox,0,oaca,-122.23759206133576,37.79586579832616
AB,JU21,Stoat,0,oaca,-122.23759206133576,37.79586579832616
AB,JU21,Striped Skunk,0,oaca,-122.23759206133576,37.79586579832616
AB,JU21,Virginia opossum,0,oaca,-122.23759206133576,37.79586579832616
AB,JU21,Weasel (cannot ID),0,oaca,-122.23759206133576,37.79586579832616
AB,JU21,Western Chipmunks,0,oaca,-122.23759206133576,37.79586579832616
AB,JU21,Western gray squirrel,0,oaca,-122.23759206133576,37.79586579832616
AB,OC20,Black bear,0,oaca,-122.23759206133576,37.79586579832616
AB,OC20,Bobcat,0,oaca,-122.23759206133576,37.79586579832616
AB,OC20,Brush Rabbit,0,oaca,-122.23759206133576,37.79586579832616
AB,OC20,California Ground Squirrel,0,oaca,-122.23759206133576,37.79586579832616
AB,OC20,Coyote,0,oaca,-122.23759206133576,37.79586579832616
AB,OC20,Deer,0,oaca,-122.23759206133576,37.79586579832616
AB,OC20,Domestic cat,62,oaca,-122.23759206133576,37.79586579832616
AB,OC20,Domestic dog,0,oaca,-122.23759206133576,37.79586579832616
AB,OC20,Douglas squirrel,0,oaca,-122.23759206133576,37.79586579832616
AB,OC20,Eastern gray squirrel,0,oaca,-122.23759206133576,37.79586579832616
AB,OC20,Elk,0,oaca,-122.23759206133576,37.79586579832616
AB,OC20,Fox squirrel,0,oaca,-122.23759206133576,37.79586579832616
AB,OC20,Gray fox,0,oaca,-122.23759206133576,37.79586579832616
AB,OC20,Mountain lion,0,oaca,-122.23759206133576,37.79586579832616
AB,OC20,Rabbit,0,oaca,-122.23759206133576,37.79586579832616
AB,OC20,Raccoon,37,oaca,-122.23759206133576,37.79586579832616
AB,OC20,Red fox,0,oaca,-122.23759206133576,37.79586579832616
AB,OC20,Stoat,0,oaca,-122.23759206133576,37.79586579832616
AB,OC20,Striped Skunk,0,oaca,-122.23759206133576,37.79586579832616
AB,OC20,Virginia opossum,0,oaca,-122.23759206133576,37.79586579832616
AB,OC20,Weasel (cannot ID),0,oaca,-122.23759206133576,37.79586579832616
AB,OC20,Western Chipmunks,0,oaca,-122.23759206133576,37.79586579832616
AB,OC20,Western gray squirrel,1,oaca,-122.23759206133576,37.79586579832616
CalT03,AP21,Black bear,0,lbca,-117.90364066179934,33.80272646064966
CalT03,AP21,Bobcat,0,lbca,-117.90364066179934,33.80272646064966
CalT03,AP21,Brush Rabbit,0,lbca,-117.90364066179934,33.80272646064966
CalT03,AP21,California Ground Squirrel,0,lbca,-117.90364066179934,33.80272646064966
CalT03,AP21,Coyote,0,lbca,-117.90364066179934,33.80272646064966
CalT03,AP21,Deer,0,lbca,-117.90364066179934,33.80272646064966
CalT03,AP21,Domestic cat,16,lbca,-117.90364066179934,33.80272646064966
CalT03,AP21,Domestic dog,0,lbca,-117.90364066179934,33.80272646064966
CalT03,AP21,Douglas squirrel,0,lbca,-117.90364066179934,33.80272646064966
CalT03,AP21,Eastern gray squirrel,0,lbca,-117.90364066179934,33.80272646064966
CalT03,AP21,Elk,0,lbca,-117.90364066179934,33.80272646064966
CalT03,AP21,Fox squirrel,0,lbca,-117.90364066179934,33.80272646064966
CalT03,AP21,Gray fox,0,lbca,-117.90364066179934,33.80272646064966
CalT03,AP21,Mountain lion,0,lbca,-117.90364066179934,33.80272646064966
CalT03,AP21,Rabbit,0,lbca,-117.90364066179934,33.80272646064966
CalT03,AP21,Raccoon,0,lbca,-117.90364066179934,33.80272646064966
CalT03,AP21,Red fox,0,lbca,-117.90364066179934,33.80272646064966
CalT03,AP21,Stoat,0,lbca,-117.90364066179934,33.80272646064966
CalT03,AP21,Striped Skunk,0,lbca,-117.90364066179934,33.80272646064966
CalT03,AP21,Virginia opossum,163,lbca,-117.90364066179934,33.80272646064966
CalT03,AP21,Weasel (cannot ID),0,lbca,-117.90364066179934,33.80272646064966
CalT03,AP21,Western Chipmunks,0,lbca,-117.90364066179934,33.80272646064966
CalT03,AP21,Western gray squirrel,0,lbca,-117.90364066179934,33.80272646064966
CalT03,JU21,Black bear,0,lbca,-117.90364066179934,33.80272646064966
CalT03,JU21,Bobcat,0,lbca,-117.90364066179934,33.80272646064966
CalT03,JU21,Brush Rabbit,0,lbca,-117.90364066179934,33.80272646064966
CalT03,JU21,California Ground Squirrel,0,lbca,-117.90364066179934,33.80272646064966
CalT03,JU21,Coyote,0,lbca,-117.90364066179934,33.80272646064966
CalT03,JU21,Deer,0,lbca,-117.90364066179934,33.80272646064966
CalT03,JU21,Domestic cat,5,lbca,-117.90364066179934,33.80272646064966
CalT03,JU21,Domestic dog,0,lbca,-117.90364066179934,33.80272646064966
CalT03,JU21,Douglas squirrel,0,lbca,-117.90364066179934,33.80272646064966
CalT03,JU21,Eastern gray squirrel,0,lbca,-117.90364066179934,33.80272646064966
CalT03,JU21,Elk,0,lbca,-117.90364066179934,33.80272646064966
CalT03,JU21,Fox squirrel,0,lbca,-117.90364066179934,33.80272646064966
CalT03,JU21,Gray fox,0,lbca,-117.90364066179934,33.80272646064966
CalT03,JU21,Mountain lion,0,lbca,-117.90364066179934,33.80272646064966
CalT03,JU21,Rabbit,0,lbca,-117.90364066179934,33.80272646064966
CalT03,JU21,Raccoon,8,lbca,-117.90364066179934,33.80272646064966
CalT03,JU21,Red fox,0,lbca,-117.90364066179934,33.80272646064966
CalT03,JU21,Stoat,0,lbca,-117.90364066179934,33.80272646064966
CalT03,JU21,Striped Skunk,0,lbca,-117.90364066179934,33.80272646064966
CalT03,JU21,Virginia opossum,11,lbca,-117.90364066179934,33.80272646064966
CalT03,JU21,Weasel (cannot ID),0,lbca,-117.90364066179934,33.80272646064966
CalT03,JU21,Western Chipmunks,0,lbca,-117.90364066179934,33.80272646064966
CalT03,JU21,Western gray squirrel,0,lbca,-117.90364066179934,33.80272646064966
CR,JU21,Black bear,0,oaca,-122.14567601162236,37.75473747299067
CR,JU21,Bobcat,0,oaca,-122.14567601162236,37.75473747299067
CR,JU21,Brush Rabbit,0,oaca,-122.14567601162236,37.75473747299067
CR,JU21,California Ground Squirrel,0,oaca,-122.14567601162236,37.75473747299067
CR,JU21,Coyote,0,oaca,-122.14567601162236,37.75473747299067
CR,JU21,Deer,0,oaca,-122.14567601162236,37.75473747299067
CR,JU21,Domestic cat,1,oaca,-122.14567601162236,37.75473747299067
CR,JU21,Domestic dog,3,oaca,-122.14567601162236,37.75473747299067
CR,JU21,Douglas squirrel,0,oaca,-122.14567601162236,37.75473747299067
CR,JU21,Eastern gray squirrel,0,oaca,-122.14567601162236,37.75473747299067
CR,JU21,Elk,0,oaca,-122.14567601162236,37.75473747299067
CR,JU21,Fox squirrel,2,oaca,-122.14567601162236,37.75473747299067
CR,JU21,Gray fox,0,oaca,-122.14567601162236,37.75473747299067
CR,JU21,Mountain lion,0,oaca,-122.14567601162236,37.75473747299067
CR,JU21,Rabbit,0,oaca,-122.14567601162236,37.75473747299067
CR,JU21,Raccoon,0,oaca,-122.14567601162236,37.75473747299067
CR,JU21,Red fox,0,oaca,-122.14567601162236,37.75473747299067
CR,JU21,Stoat,0,oaca,-122.14567601162236,37.75473747299067
CR,JU21,Striped Skunk,1,oaca,-122.14567601162236,37.75473747299067
CR,JU21,Virginia opossum,0,oaca,-122.14567601162236,37.75473747299067
CR,JU21,Weasel (cannot ID),0,oaca,-122.14567601162236,37.75473747299067
CR,JU21,Western Chipmunks,0,oaca,-122.14567601162236,37.75473747299067
